"storyTitle","issueNum","publicationDate","principleCharacters","creators","description","value","publisher","series","volumeNum","grade","slabbed","signatures","authenticated"
"Year of the Villain ","1014A","Aug 28, 2019","","Brian Michael Bendis | Szymon Kudranski","Regular Brandon Peterson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Year of the Villain - New Voices","1015A","Sep 25, 2019","","Brian Michael Bendis | Szymon Kudranski","Regular David Marquez Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Year of the Villain - Coming Of Age","1016A","Oct 23, 2019","","Brian Michael Bendis | Szymon Kudranski","Regular Jamal Campbell Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Year of the Villain - Metropolis Doom!","1017A","Nov 27, 2019","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Acetate Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Metropolis Doom!, Part 2","1018A","Jan 01, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Metropolis Doom!, Metropolis Doom Part 3","1019A","Jan 29, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Metropolis Doom!, Part 4","1020A","Feb 26, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Metropolis Doom!, Conclusion","1021A","Mar 25, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The House of Kent, Part 1","1022A","Jun 03, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Danny K. Miki","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The House of Kent, The House of Kent Part Two","1023A","Jul 21, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","John Romita Jr cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The House of Kent, Part Three","1024A","Aug 25, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The House of Kent, Part 4","1025A","Sep 22, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The House of Kent, The House of Kent Part Five","1026A","Oct 27, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr & Klaus Janson Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The House of Kent, Epilogue","1027A","Nov 24, 2020","","Brian Michael Bendis | John S. Romita, Jr. | Klaus Janson","Regular John Romita Jr Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The House of Kent, Chapter 7: Micro Hopes","1028A","Dec 22, 2020","","Brian Michael Bendis | John Romita Jr. | Klaus Janson","Cvr A John Romita Jr & Klaus Janson","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"The Golden Age, The Golden Age Part Two / The Passenger Part One","1029A","Mar 23, 2021","","Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad","Phil Hester Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Warworld Rising, Part Two / The Passenger, Part Three","1031A","May 25, 2021","","Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad","Mikel Janin Regular Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Warworld Rising, Part Three","1032A","Jun 22, 2021","","Becky Cloonan | Phillip Kennedy Johnson | Michael W. Conrad","Regular Mikel Janin Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Warworld Rising, Part Four","1033A","Jul 27, 2021","","Phillip Kennedy Johnson | Michael W. Conrad | Rebecca Cloonan","Daniel Sempere Regular Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Warworld Rising, Part Five / The Passenger, Part 6","1034A","Aug 24, 2021","","Phillip Kennedy Johnson | Michael W. Conrad | Rebecca Cloonan","Daniel Sempere Regular Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Warworld Saga, Part 1; Tales of Metropolis","1036A","Oct 26, 2021","","Sean Lewis | Phillip Kennedy Johnson | Sami Basri","Daniel Sempere Regular Cover","0.0","DC Comics","Action Comics, Vol. 3","0","","","",""
"Futures End, Crossroads","1A","Sep 03, 2014","","Sholly Fisch | Pascal Alixe | Vicente Cifuentes","3-D Edition","0.0","DC Comics","Action Comics: Futures End","0","","","",""
"The Secret Of Selune's Eye","3","Dec 1988","","Jan Duursema | Michael Fleisher","","0.0","DC Comics","Advanced Dungeons & Dragons","0","","","",""
"Sorcerer's Moon","4","Jan 1989","","Jan Duursema | Michael J. Fleisher","","0.0","DC Comics","Advanced Dungeons & Dragons","0","","","",""
"The Spirit of Myrrth, The Spirit Of Myrrth","5","Feb 1989","","Dan Mishkin | Jan Duursema","","0.0","DC Comics","Advanced Dungeons & Dragons","0","","","",""
"The Spirit of Myrrth, Beneath The City Of The Dead","6","Mar 1989","","Dan Mishkin | Jan Duursema | Kim DeMulder","","0.0","DC Comics","Advanced Dungeons & Dragons","0","","","",""
"The Spirit of Myrrth, Showtime! Or Revenge Of The Living Monologue","7","Apr 1989","","Dan Mishkin | Jan Duursema | John Statema","","0.0","DC Comics","Advanced Dungeons & Dragons","0","","","",""
"""Wish You Were Here!""","1","May 1994","","Scott Lobdell | Gene Ha | Al Vey","","0.0","Marvel Comics","The Adventures of Cyclops and Phoenix","0","","","",""
"""Tenure""","2","Jun 01, 1994","","Scott Lobdell | Gene Ha | Al Vey","","0.0","Marvel Comics","The Adventures of Cyclops and Phoenix","0","","","",""
"""Through The Years""","3","Jul 01, 1994","","Scott Lobdell | Gene Ha | Mark Pennington","","0.0","Marvel Comics","The Adventures of Cyclops and Phoenix","0","","","",""
"""Sacrifice""","4","Aug 01, 1994","","Scott Lobdell | Gene Ha | Bill Anderson","","0.0","Marvel Comics","The Adventures of Cyclops and Phoenix","0","","","",""
"Peer Pressure - Part 3: ...With Powers Beyond Those Of Mortal Men","0","Aug 30, 1994","","Karl Kesel | Barry Kitson | Ray McCarthy","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"The Hurrieder I Go","440","May 1988","","Jerry Ordway | John Byrne | Dennis Janke","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Funeral For a Friend - Life After Death","500B","Apr 13, 1993","","Jerry Ordway | Roger Stern | Louise Simonson","Collector's Edition","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Funeral For a Friend - Life After Death","500D","Jun 1993","","Jerry Ordway | Tom Grummett | Doug Hazlewood","Polybagged","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Reign of the Supermen - The Adventures Of Superman... When He Was A Boy!","501B","Apr 27, 1993","","Jerry Ordway | Karl Kesel | Tom Grummett","Die-Cut Cover","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Payback!","506","Sep 28, 1993","","Karl Kesel | Tom Grummett | Doug Hazlewood","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Fall of Metropolis - Fall Of Metropolis, Dangerous Visions","514","May 31, 1994","","Karl Kesel | Pete Krause | Ron McCain Jr.","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Massacre In Metropolis - Deadly Measures","515","Jun 28, 1994","","Karl Kesel | Barry Kitson | Ray McCarthy","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Zero Hour - The Hero Of Metropolis","516","Jul 26, 1994","","Karl Kesel | Pete Krause | Jackson Guice","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Death-Trap!","517","Sep 27, 1994","","Karl Kesel | Barry Kitson | Ray McCarthy","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"The Armagetto Run!","518","Dec 1994","","Karl Kesel | Barry Kitson | Steve Montano","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"No One Defeats Brainiac!","519","Nov 29, 1994","","Karl Kesel | Barry Kitson | Mike Manley","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Cold As Ice","521","Jan 31, 1995","","Karl Kesel | Stuart Immonen | José Marzán, Jr.","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"City Of Hope","522","Feb 28, 1995","","Karl Kesel | Stuart Immonen | José Marzán, Jr.","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"The Hit","523","Mar 28, 1995","","Karl Kesel | Stuart Immonen | José Marzán, Jr.","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Where Is Superman?","524","Apr 25, 1995","","Karl Kesel | Stuart Immonen | José Marzán, Jr.","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Title Bout!","526","Jun 27, 1995","","Karl Kesel | Rodolfo DaMaggio | Klaus Janson","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"The Return","527","Jul 25, 1995","","Karl Kesel | Stuart Immonen | José Marzán, Jr.","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Deadly Silence","528","Aug 22, 1995","","Karl Kesel | Stuart Immonen | José Marzán, Jr.","","0.0","DC Comics","The Adventures of Superman","0","","","",""
"Action Detectives, Part One: Bad Guise","1A","Aug 01, 2018","","Peter J. Tomasi | Carlo Barberi | Art Thibert","Regular Dan Mora Cover","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Action Detectives, Part 2","2","Sep 05, 2018","","Peter J. Tomasi | Carlo Barberi | Arthur Edward Thibert","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Action Detectives, Part Three","3","Oct 03, 2018","","Peter J. Tomasi | Carlo Barberi | Arthur Edward Thibert","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Lost Boys","4","Nov 07, 2018","","Peter J. Tomasi | Carlo Barberi | Matt Santorelli","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Deus Ex Machina","5","Dec 05, 2018","","Peter J. Tomasi | Carlo Barberi | Matt Santorelli","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Tomorrow Sometimes Dies","6","Jan 09, 2019","","Peter J. Tomasi | Scott Godlewski","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Noir Town","7","Feb 06, 2019","","Peter J. Tomasi | Carlo Barberi | Matt Santorelli","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Jailhouse Rocked","8","Mar 06, 2019","","Peter J. Tomasi | Carlo Barberi | Matt Santorelli","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"The Good, the Bad, And the Sons","9","Apr 03, 2019","","Peter J. Tomasi | Scott Godlewski","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Gang War","10","May 01, 2019","","Peter J. Tomasi | Carlo Barberi | Matt Santorelli","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Part 2","11","Jun 05, 2019","","Peter J. Tomasi | Carlo Barberi | Matt Santorelli","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Gang War Conclusion","12","Jul 03, 2019","","Peter J. Tomasi | Carlo Barberi | Matt Santorelli","","0.0","DC Comics","Adventures Of The Super Sons","0","","","",""
"Full House---Dragons High!","3","Jun 1992","","Peter B. Gillis | Frank Miller | Bob McLeod","","0.0","Marvel Comics","The Adventures of the Thing","0","","","",""
"Escape From Riverdale","1F","May 07, 2014","","Roberto Aguirre-Sacasa | Francesco Francavilla","2nd Printing","0.0","Archie Comic Publications","Afterlife With Archie","0","","","",""
"Escape From Riverdale, Chapter Two: Dance of the Dead","2A","Nov 20, 2013","","Gray Morrow | Roberto Aguirre-Sacasa | Francesco Francavilla","Francesco Francavilla Regular Cover","0.0","Archie Comic Publications","Afterlife With Archie","0","","","",""
"Betty R.I.P., Chapter One: Witch in the Dream House","6B","Jul 23, 2014","","Roberto Aguirre-Sacasa | Francesco Francavilla","Andrew Pepoy Variant Cover","0.0","Archie Comic Publications","Afterlife With Archie","0","","","",""
"Betty R.I.P., Chapter Two: Dear Diary","7B","Dec 10, 2014","","Roberto Aguirre-Sacasa | Marvin Channing | Doug Wildey","Andrew Pepoy Variant Cover","0.0","Archie Comic Publications","Afterlife With Archie","0","","","",""
"Betty: R.I.P., Chapter Three: A Ghost Story...","8A","May 06, 2015","","Roberto Aguirre-Sacasa | Marv Channing | Phil Seuling","Francesco Francavilla Regular Cover","0.0","Archie Comic Publications","Afterlife With Archie","0","","","",""
"Secret Wars - Sticks and Stones...","1A","Jul 08, 2015","","Fabian Nicieza | Gerardo Sandoval","Gerardo Sandoval Regular Cover","0.0","Marvel Comics","Age of Apocalypse, Vol. 2","0","","","",""
"Secret Wars - Mutually Assured Destruction","2A","Aug 05, 2015","","Fabian Nicieza | Gerardo Sandoval","Gerardo Sandoval Regular Cover","0.0","Marvel Comics","Age of Apocalypse, Vol. 2","0","","","",""
"Secret Wars ","3A","Sep 02, 2015","","Fabian Nicieza | Gerardo Sandoval","","0.0","Marvel Comics","Age of Apocalypse, Vol. 2","0","","","",""
"Secret Wars - Legacies","4A","Sep 16, 2015","","Fabian Nicieza | Iban Coello","","0.0","Marvel Comics","Age of Apocalypse, Vol. 2","0","","","",""
"Secret Wars ","5A","Oct 21, 2015","","Fabian Nicieza | Iban Coello","Gerardo Sandoval Regular Cover","0.0","Marvel Comics","Age of Apocalypse, Vol. 2","0","","","",""
"Age of Apocalypse - The Chosen","1","Apr 1995","","Tim Sale | Steve Skroce | Ian Churchill","","0.0","Marvel Comics","The Age of Apocalypse: The Chosen","0","","","",""
"The Lost Verses","1A","Mar 13, 2019","","Tini Howard | Kate Niemczyk","Regular Sana Takeda Cover","0.0","Marvel Comics","Age of Conan: Bêlit, Queen Of The Black Coast","0","","","",""
"The Mad Quest","2A","Apr 10, 2019","","Tini Howard | Kate Niemczyk","Regular Sana Takeda Cover","0.0","Marvel Comics","Age of Conan: Bêlit, Queen Of The Black Coast","0","","","",""
"The Lesson","3A","May 08, 2019","","Tini Howard | Kate Niemczyk | Scott Hanna","Sana Takeda Cover","0.0","Marvel Comics","Age of Conan: Bêlit, Queen Of The Black Coast","0","","","",""
"The Oath","4A","Jun 12, 2019","","Tini Howard | Kate Niemczyk | Scott Hanna","Regular Sana Takeda Cover","0.0","Marvel Comics","Age of Conan: Bêlit, Queen Of The Black Coast","0","","","",""
"All Hail the Queen","5A","Jul 24, 2019","","Tini Howard | Kate Niemczyk | Scott Hanna","Regular Sana Takeda Cover","0.0","Marvel Comics","Age of Conan: Bêlit, Queen Of The Black Coast","0","","","",""
"Part One: Child Of War","1A","Aug 14, 2019","","Meredith Finch | Aneke","Regular Jay Anacleto Cover","0.0","Marvel Comics","Age of Conan: Valeria","0","","","",""
"Warrior of Aquilonia","2A","Sep 11, 2019","","Matt Forbeck | Meredith Finch | Aneke","Regular Jay Anacleto Cover","0.0","Marvel Comics","Age of Conan: Valeria","0","","","",""
"Chapter Three: Ghost Of The Past","3","Oct 09, 2019","","Meredith Finch | Aneke","","0.0","Marvel Comics","Age of Conan: Valeria","0","","","",""
"Chapter Four: Lord Of Lies","4","Nov 13, 2019","","Matt Forbeck | Meredith Finch | Aneke","","0.0","Marvel Comics","Age of Conan: Valeria","0","","","",""
"Heart of Vengeance","5","Dec 11, 2019","","Matt Forbeck | Meredith Finch | Garry Brown","","0.0","Marvel Comics","Age of Conan: Valeria","0","","","",""
"Age of Ultron - Book One","1A","Mar 06, 2013","","Brian Michael Bendis | Bryan Hitch | Paul Neary","Regular Bryan Hitch Foil Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron - Book Two","2A","Mar 13, 2013","","Brian Michael Bendis | Bryan Hitch | Paul Neary","Regular Bryan Hitch Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron - Book Three","3A","Mar 27, 2013","","Brian Michael Bendis | Bryan Hitch | Paul Neary","Regular Bryan Hitch Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron ","4A","Apr 03, 2013","","Brian Michael Bendis | Bryan Hitch | Paul Neary","Regular Bryan Hitch Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron ","5A","Apr 10, 2013","","Brian Michael Bendis | Bryan Hitch | Paul Neary","Regular Bryan Hitch Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron ","6A","Apr 17, 2013","","Brian Michael Bendis | Brandon Peterson | Carlos Pacheco","Regular Brandon Peterson Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron - Book Seven","7A","May 01, 2013","","Brian Michael Bendis | Brandon Peterson | Carlos Pacheco","Regular Brandon Peterson Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron - Book Eight","8A","May 15, 2013","","Brian Michael Bendis | Brandon Peterson","Regular Brandon Peterson Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron - Book Nine","9A","Jun 05, 2013","","Brian Michael Bendis | Brandon Peterson | Carlos Pacheco","Regular Carlos Pacheco Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron - Book Ten","10A","Jun 19, 2013","","Brian Michael Bendis | Alex Maleev | Brandon Peterson","Regular Brandon Peterson Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Age of Ultron ","10AI-A","Jun 26, 2013","","Mark Waid | André Lima Araújo","Regular Sara Pichelli Cover","0.0","Marvel Comics","Age of Ultron","0","","","",""
"Secret Wars: Battleworld - Part 1: A Stranger Came to Town","1A","Jun 24, 2015","","James Robinson | Steve Pugh | Matt Milla","Carlos Pacheco Regular Cover","0.0","Marvel Comics","Age of Ultron vs. Marvel Zombies","0","","","",""
"Secret Wars: Battleworld - Part 2: Strange Bedfellows","2A","Jul 29, 2015","","James Robinson | Steve Pugh | Tom Grummett","Steve Pugh Cover","0.0","Marvel Comics","Age of Ultron vs. Marvel Zombies","0","","","",""
"Secret Wars: Battleworld - Send Help","3A","Aug 19, 2015","","James Robinson | Steve Pugh","","0.0","Marvel Comics","Age of Ultron vs. Marvel Zombies","0","","","",""
"Secret Wars: Battleworld ","4","Sep 02, 2015","","James Robinson | Steve Pugh | Paul Rivoche","","0.0","Marvel Comics","Age of Ultron vs. Marvel Zombies","0","","","",""
"Age of X-Man ","1A","Jan 30, 2019","","Zac Thompson | Lonnie Nadler | Ramon Rosanas","Regular Phil Noto Cover","0.0","Marvel Comics","Age Of X-Man: Alpha","0","","","",""
"Age of X-Man ","2A","Apr 10, 2019","","Tim Seeley | Salvador Espin","Regular Gerardo Sandoval Cover","0.0","Marvel Comics","Age of X-Man: Apocalypse and the X-Tracts","0","","","",""
